Not-organelle-targeted	Organelle-targeted	Organelle-targeted_Interacting	Organelle-targeted_Non-interacting	Enzyme_Complexes	Mitochondria-targeted	Plastid-targeted	Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	Mitochondria_Enzyme_Complexes	Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	Plastid_Enzyme_Complexes	mt-DNA_RRR	mt-Mito_TAT	mt-Mitoribosome	mt-Mitoribosome;Large_Subunit	mt-Mitoribosome;Small_Subunit	mt-OXPHOS	mt-OXPHOS;Complex_I	mt-OXPHOS;Complex_III	mt-OXPHOS;Complex_IV	mt-OXPHOS;Complex_V	mt-PPR	mt-Transcription_and_Transcript_Maturation	mt-Transcription_and_Transcript_Maturation;Intron_Splicing	mt-Transcription_and_Transcript_Maturation;RNA_Polymerase	mt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	mt-Transcription_and_Transcript_Maturation;mTERF	mt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	mt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	mt-tRNA_Aminoacylation	pt-ACCase	pt-CLP	pt-Chlororibosome	pt-Chlororibosome;Large_Subunit	pt-Chlororibosome;Small_Subunit	pt-DNA_RRR	pt-PPR	pt-Photosynthesis	pt-Photosynthesis;ATP_Synthase	pt-Photosynthesis;Cytochrome_b6f	pt-Photosynthesis;NDH	pt-Photosynthesis;PSI	pt-Photosynthesis;PSII	pt-Photosynthesis;Rubisco	pt-Transcription_and_Transcript_Maturation	pt-Transcription_and_Transcript_Maturation;Intron_Splicing	pt-Transcription_and_Transcript_Maturation;RNA_Polymerase	pt-Transcription_and_Transcript_Maturation;Sigma_Factor	pt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	pt-Transcription_and_Transcript_Maturation;mTERF	pt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	pt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	pt-tRNA_Aminoacylation
TuG1812G0100000221	TuG1812G0100002316	TuG1812G0200002757	TuG1812G0100002889	TuG1812G0400002126	TuG1812G0100002481	TuG1812G0100002645	TuG1812G0300000887	TuG1812G0100003175		TuG1812G0400002126	TuG1812G0100002902												TuG1812G0600000887																																
TuG1812G0100000222	TuG1812G0100001923	TuG1812G0200002622	TuG1812G0100002868	TuG1812G0400001879	TuG1812G0100002518	TuG1812G0100002637	TuG1812G0300000948	TuG1812G0100003257		TuG1812G0300003586	TuG1812G0100002901												TuG1812G0600000976																																
TuG1812G0100000223	TuG1812G0100002261	TuG1812G0200002738	TuG1812G0100002909	TuG1812G0400002678	TuG1812G0100002522	TuG1812G0100002758	TuG1812G0300000943	TuG1812G0100003251		TuG1812G0400001523	TuG1812G0100001889												TuG1812G0600002755																																
TuG1812G0100000224	TuG1812G0100002201	TuG1812G0200003191	TuG1812G0100002961	TuG1812G0500001238	TuG1812G0100002650	TuG1812G0100002833	TuG1812G0300001172	TuG1812G0100003235		TuG1812G0500000399	TuG1812G0100003008												TuG1812G0600001463																																
TuG1812G0100000226	TuG1812G0100004087	TuG1812G0200002312	TuG1812G0100003003	TuG1812G0600002081	TuG1812G0100002541	TuG1812G0100002733	TuG1812G0300003647	TuG1812G0100003291		TuG1812G0400001761	TuG1812G0100003009												TuG1812G0600003836																																
TuG1812G0100000227	TuG1812G0100000934	TuG1812G0200002895	TuG1812G0100002905	TuG1812G0700000820	TuG1812G0100002537	TuG1812G0100002718	TuG1812G0300001021	TuG1812G0100003223		TuG1812G0400001879	TuG1812G0100003032												TuG1812G0600003970																																
TuG1812G0100000152	TuG1812G0100000933	TuG1812G0200002768	TuG1812G0100002902	TuG1812G0100000031	TuG1812G0300002523	TuG1812G0100002314	TuG1812G0300001440	TuG1812G0100003356		TuG1812G0500003155	TuG1812G0100001662												TuG1812G0600003988																																
TuG1812G0100000151	TuG1812G0100000932	TuG1812G0200002996	TuG1812G0100002901	TuG1812G0100002828	TuG1812G0100002623	TuG1812G0100002594	TuG1812G0300001215	TuG1812G0100003910		TuG1812G0400003609	TuG1812G0100003226												TuG1812G0600002857																																
TuG1812G0100000127	TuG1812G0100002585	TuG1812G0200003247	TuG1812G0100001889	TuG1812G0300003718	TuG1812G0100002643	TuG1812G0100002589	TuG1812G0300001456	TuG1812G0100003517		TuG1812G0400001578	TuG1812G0100003104												TuG1812G0700000574																																
TuG1812G0100000126	TuG1812G0100002216	TuG1812G0200003246	TuG1812G0100003008	TuG1812G0200006337	TuG1812G0100002645	TuG1812G0200004106	TuG1812G0300001408	TuG1812G0100003389		TuG1812G0400000795	TuG1812G0100003083												TuG1812G0700000590																																
TuG1812G0100003671	TuG1812G0100002344	TuG1812G0500003939	TuG1812G0100003009	TuG1812G0300002842	TuG1812G0100002637	TuG1812G0100002867	TuG1812G0300001406	TuG1812G0100003388		TuG1812G0400002355	TuG1812G0100003084												TuG1812G0700000847																																
TuG1812G0100003670	TuG1812G0100002375	TuG1812G0200003094	TuG1812G0100003032	TuG1812G0300003182	TuG1812G0100002758	TuG1812G0100002814	TuG1812G0300001761	TuG1812G0100003539		TuG1812G0400003970	TuG1812G0100003097												TuG1812G0700001125																																
TuG1812G0100003669	TuG1812G0100001216	TuG1812G0200003517	TuG1812G0100001662	TuG1812G0300003143	TuG1812G0100002833	TuG1812G0100002821	TuG1812G0400002961	TuG1812G0100003538		TuG1812G0400003765	TuG1812G0100003098												TuG1812G0700001564																																
TuG1812G0100003668	TuG1812G0100002332	TuG1812G0200003488	TuG1812G0100003226	TuG1812G0300002714	TuG1812G0100002733	TuG1812G0100002828	TuG1812G0300005238	TuG1812G0100003537		TuG1812G0400001043	TuG1812G0100003162												TuG1812G0700001726																																
TuG1812G0100003667	TuG1812G0100002350	TuG1812G0200003568	TuG1812G0100003104	TuG1812G0300004963	TuG1812G0100002718	TuG1812G0100002829	TuG1812G0300004907	TuG1812G0100003535		TuG1812G0400000874	TuG1812G0100003160												TuG1812G0700001956																																
TuG1812G0100003666	TuG1812G0100002485	TuG1812G0200003392	TuG1812G0100003083	TuG1812G0400003966	TuG1812G0100002314	TuG1812G0100002841	TuG1812G0300001845	TuG1812G0100003534		TuG1812G0400003503	TuG1812G0100003480												TuG1812G0700001986																																
TuG1812G0100003665	TuG1812G0100002439	TuG1812G0500000491	TuG1812G0100003084	TuG1812G0400002869	TuG1812G0100002594	TuG1812G0100002837	TuG1812G0300001790	TuG1812G0100003650		TuG1812G0400000600	TuG1812G0100003221												TuG1812G0700002012																																
TuG1812G0100003663	TuG1812G0200004989	TuG1812G0200003617	TuG1812G0100003097	TuG1812G0400002168	TuG1812G0300001670	TuG1812G0100002924	TuG1812G0300001720	TuG1812G0100003382		TuG1812G0400002678	TuG1812G0100003175												TuG1812G0700004369																																
TuG1812G0100003662	TuG1812G0100002531	TuG1812G0200001584	TuG1812G0100003098	TuG1812G0400002521	TuG1812G0200004106	TuG1812G0100002881	TuG1812G0300001665	TuG1812G0100003527		TuG1812G0400000368	TuG1812G0100003259												TuG1812G0700001570																																
TuG1812G0100003661	TuG1812G0100002693	TuG1812G0700001025	TuG1812G0100003162	TuG1812G0400002359	TuG1812G0100004769	TuG1812G0100002884	TuG1812G0300002037	TuG1812G0100003649		TuG1812G0400000391	TuG1812G0100003257												TuG1812G0700002600																																
TuG1812G0100003660	TuG1812G0100001799	TuG1812G0200003755	TuG1812G0100003160	TuG1812G0500003155	TuG1812G0100002867	TuG1812G0100002868	TuG1812G0300002330	TuG1812G0100003373		TuG1812G0400000209	TuG1812G0100003251												TuG1812G0700002609																																
TuG1812G0100003659	TuG1812G0100001451	TuG1812G0200003606	TuG1812G0100003480	TuG1812G0400001578	TuG1812G0100002814	TuG1812G0100002897	TuG1812G0300002542	TuG1812G0100003603		TuG1812G0500000546	TuG1812G0100003235												TuG1812G0700002615																																
TuG1812G0400001489	TuG1812G0100002359	TuG1812G0200003715	TuG1812G0100003221	TuG1812G0400003765	TuG1812G0100002829	TuG1812G0100002909	TuG1812G0300003625	TuG1812G0100003977		TuG1812G0500000871	TuG1812G0100003291												TuG1812G0700002996																																
TuG1812G0100000125	TuG1812G0100002357	TuG1812G0200003710	TuG1812G0100003175	TuG1812G0400003503	TuG1812G0100002841	TuG1812G0100002961	TuG1812G0300002739	TuG1812G0100003759		TuG1812G0500002440	TuG1812G0600002183												TuG1812G0700002766																																
TuG1812G0100000124	TuG1812G0100002463	TuG1812G0500004282	TuG1812G0100003259	TuG1812G0400000368	TuG1812G0100002837	TuG1812G0100003003	TuG1812G0300002065	TuG1812G0100003753		TuG1812G0500001965	TuG1812G0100003223												TuG1812G0700000355																																
TuG1812G0100000123	TuG1812G0100002464	TuG1812G0200004547	TuG1812G0100003257	TuG1812G0500002044	TuG1812G0100002924	TuG1812G0100002905	TuG1812G0300001959	TuG1812G0100003718		TuG1812G0500001333	TuG1812G0100003419												TuG1812G0700005120																																
TuG1812G0100000122	TuG1812G0100002446	TuG1812G0200003966	TuG1812G0100003251	TuG1812G0500004853	TuG1812G0100002884	TuG1812G0100002902	TuG1812G0500001689	TuG1812G0100003859		TuG1812G0500001230	TuG1812G0100003356												TuG1812G0700004333																																
TuG1812G0100000209	TuG1812G0100002492	TuG1812G0200003688	TuG1812G0100003235	TuG1812G0500005243	TuG1812G0100002889	TuG1812G0100002901	TuG1812G0300000994	TuG1812G0100004010		TuG1812G0500004031	TuG1812G0100003910												TuG1812G0700003278																																
TuG1812G0100000208	TuG1812G0700004384	TuG1812G0200003995	TuG1812G0100003291	TuG1812G0600001071	TuG1812G0100002868	TuG1812G0100001889	TuG1812G0300001817	TuG1812G0100000989		TuG1812G0500001412	TuG1812G0100003544												TuG1812G0200003775																																
TuG1812G0100000207	TuG1812G0100002481	TuG1812G0200006337	TuG1812G0100003223	TuG1812G0500005259	TuG1812G0100002897	TuG1812G0100003008	TuG1812G0300001904	TuG1812G0100003968		TuG1812G0500002642	TuG1812G0100003517																																												
TuG1812G0100000206	TuG1812G0100002518	TuG1812G0200004381	TuG1812G0100003419	TuG1812G0600001722	TuG1812G0100002917	TuG1812G0100003009	TuG1812G0300002029	TuG1812G0100003993		TuG1812G0500002494	TuG1812G0100003389																																												
TuG1812G0100000205	TuG1812G0100002522	TuG1812G0200004451	TuG1812G0100003356	TuG1812G0600002120	TuG1812G0100002961	TuG1812G0100003032	TuG1812G0300000993	TuG1812G0100003949		TuG1812G0500000996	TuG1812G0100003388																																												
TuG1812G0100000204	TuG1812G0100002650	TuG1812G0200004449	TuG1812G0100003910	TuG1812G0600002707	TuG1812G0100003003	TuG1812G0100001662	TuG1812G0300002349	TuG1812G0100004019		TuG1812G0500001590	TuG1812G0100003539																																												
TuG1812G0100000203	TuG1812G0100002541	TuG1812G0200004342	TuG1812G0100003544	TuG1812G0600002921	TuG1812G0100002905	TuG1812G0100003226	TuG1812G0400001231	TuG1812G0100004020		TuG1812G0500001374	TuG1812G0100003538																																												
TuG1812G0100000202	TuG1812G0100002537	TuG1812G0200004766	TuG1812G0100003517	TuG1812G0600003420	TuG1812G0100002902	TuG1812G0100003104	TuG1812G0300002021	TuG1812G0100004158		TuG1812G0500001384	TuG1812G0100003537																																												
TuG1812G0100000201	TuG1812G0300002523	TuG1812G0200004886	TuG1812G0100003389	TuG1812G0700000189	TuG1812G0100002901	TuG1812G0100003083	TuG1812G0600003672	TuG1812G0100003744		TuG1812G0500001538	TuG1812G0100003535																																												
TuG1812G0100000200	TuG1812G0100002623	TuG1812G0200005099	TuG1812G0100003388	TuG1812G0700002833	TuG1812G0100001889	TuG1812G0100003084	TuG1812G0300003102	TuG1812G0100004030		TuG1812G0500001238	TuG1812G0100003534																																												
TuG1812G0100000199	TuG1812G0100002617	TuG1812G0200005232	TuG1812G0100003539	TuG1812G0700004829	TuG1812G0100004502	TuG1812G0100003097	TuG1812G0300003138	TuG1812G0100004144		TuG1812G0500005361	TuG1812G0100003650																																												
TuG1812G0100000198	TuG1812G0100002643	TuG1812G0200005090	TuG1812G0100003538	TuG1812G0100001268	TuG1812G0100003008	TuG1812G0100003098	TuG1812G0300003224	TuG1812G0100004112		TuG1812G0500001978	TuG1812G0100003382																																												
TuG1812G0100000197	TuG1812G0100002645	TuG1812G0200005214	TuG1812G0100003537	TuG1812G0100004087	TuG1812G0100003009	TuG1812G0100003162	TuG1812G0300003240	TuG1812G0100004140		TuG1812G0500001981	TuG1812G0100003527																																												
TuG1812G0100000012	TuG1812G0100002637	TuG1812G0200006319	TuG1812G0100003535	TuG1812G0100004307	TuG1812G0100003032	TuG1812G0100003160	TuG1812G0300003255	TuG1812G0100001294		TuG1812G0500002594	TuG1812G0100003649																																												
TuG1812G0100000219	TuG1812G0100002758	TuG1812G0200004958	TuG1812G0100003534	TuG1812G0200000676	TuG1812G0100003020	TuG1812G0100003480	TuG1812G0300003415	TuG1812G0100004186		TuG1812G0500002044	TuG1812G0100003373																																												
TuG1812G0100000218	TuG1812G0100002833	TuG1812G0200005642	TuG1812G0100003650	TuG1812G0200000675	TuG1812G0100001662	TuG1812G0100003221	TuG1812G0300004577	TuG1812G0100004242		TuG1812G0500002608	TuG1812G0100003603																																												
TuG1812G0100000217	TuG1812G0100002733	TuG1812G0200005859	TuG1812G0100003382	TuG1812G0200000674	TuG1812G0100002412	TuG1812G0100003175	TuG1812G0300003453	TuG1812G0100004287		TuG1812G0500004847	TuG1812G0100003604																																												
TuG1812G0100000216	TuG1812G0100002718	TuG1812G0200005749	TuG1812G0100003527	TuG1812G0200000673	TuG1812G0100003104	TuG1812G0100003259	TuG1812G0300003334	TuG1812G0100002940		TuG1812G0500002946	TuG1812G0100003679																																												
TuG1812G0100000215	TuG1812G0100002314	TuG1812G0200004818	TuG1812G0100003649	TuG1812G0200000668	TuG1812G0100003083	TuG1812G0100003257	TuG1812G0300002159	TuG1812G0100004317		TuG1812G0500002906	TuG1812G0100003977																																												
TuG1812G0100000214	TuG1812G0100002594	TuG1812G0200000638	TuG1812G0100003373	TuG1812G0200000686	TuG1812G0100003097	TuG1812G0100003251	TuG1812G0300003666	TuG1812G0100004224		TuG1812G0500002933	TuG1812G0100003759																																												
TuG1812G0100000213	TuG1812G0100002589	TuG1812G0200006171	TuG1812G0100003603	TuG1812G0200001129	TuG1812G0100003098	TuG1812G0100003235	TuG1812G0300003642	TuG1812G0100004418		TuG1812G0500003483	TuG1812G0100003753																																												
TuG1812G0100000212	TuG1812G0300001670	TuG1812G0200005755	TuG1812G0100003604	TuG1812G0200001267	TuG1812G0100003160	TuG1812G0100003291	TuG1812G0300003714	TuG1812G0100004616		TuG1812G0500003796	TuG1812G0100003718																																												
TuG1812G0100000211	TuG1812G0200004106	TuG1812G0200002461	TuG1812G0100003679	TuG1812G0200002046	TuG1812G0100003480	TuG1812G0600002183	TuG1812G0300003715	TuG1812G0100004454		TuG1812G0500003680	TuG1812G0100004010																																												
TuG1812G0100000210	TuG1812G0100004769	TuG1812G0200002460	TuG1812G0100003977	TuG1812G0200001426	TuG1812G0100003221	TuG1812G0100003223	TuG1812G0300003708	TuG1812G0100004485		TuG1812G0500003988	TuG1812G0100000989																																												
TuG1812G0100000286	TuG1812G0100002867	TuG1812G0300000265	TuG1812G0100003759	TuG1812G0200001863	TuG1812G0100003175	TuG1812G0100003419	TuG1812G0300003649	TuG1812G0100004489		TuG1812G0500004317	TuG1812G0100001743																																												
TuG1812G0100000287	TuG1812G0100002814	TuG1812G0300005094	TuG1812G0100003753	TuG1812G0200002199	TuG1812G0100003257	TuG1812G0100003356	TuG1812G0300003824	TuG1812G0100004507		TuG1812G0500004440	TuG1812G0100003968																																												
TuG1812G0100000288	TuG1812G0100002821	TuG1812G0300000449	TuG1812G0100003718	TuG1812G0200002765	TuG1812G0100003251	TuG1812G0100003910	TuG1812G0300003761	TuG1812G0100004628		TuG1812G0500004375	TuG1812G0100003994																																												
TuG1812G0100000289	TuG1812G0100002828	TuG1812G0300000544	TuG1812G0100003859	TuG1812G0200002628	TuG1812G0100003235	TuG1812G0100003544	TuG1812G0300004086	TuG1812G0500000375		TuG1812G0500004469	TuG1812G0100003993																																												
TuG1812G0100000290	TuG1812G0100002829	TuG1812G0300000743	TuG1812G0100004010	TuG1812G0200002264	TuG1812G0100003291	TuG1812G0100003517	TuG1812G0300004191	TuG1812G0100004546		TuG1812G0500004853	TuG1812G0100003949																																												
TuG1812G0100000291	TuG1812G0100002841	TuG1812G0300000858	TuG1812G0100000989	TuG1812G0200002757	TuG1812G0600002183	TuG1812G0100003389	TuG1812G0300002763	TuG1812G0100004875		TuG1812G0500004992	TuG1812G0100003885																																												
TuG1812G0100000292	TuG1812G0100002837	TuG1812G0300000887	TuG1812G0100003968	TuG1812G0200002738	TuG1812G0100003223	TuG1812G0100003388	TuG1812G0300004294	TuG1812G0100004618		TuG1812G0500004991	TuG1812G0100004020																																												
TuG1812G0100000293	TuG1812G0100002924	TuG1812G0300000948	TuG1812G0100003994	TuG1812G0200001584	TuG1812G0100003356	TuG1812G0100003539	TuG1812G0300004257	TuG1812G0100004573		TuG1812G0500001334	TuG1812G0100004158																																												
TuG1812G0100000294	TuG1812G0100002881	TuG1812G0300000943	TuG1812G0100003993	TuG1812G0200003755	TuG1812G0100003910	TuG1812G0100003538	TuG1812G0300004333	TuG1812G0100004722		TuG1812G0500005179	TuG1812G0100003744																																												
TuG1812G0100000295	TuG1812G0100002884	TuG1812G0300001172	TuG1812G0100003949	TuG1812G0200004381	TuG1812G0100002365	TuG1812G0100003537	TuG1812G0300004334	TuG1812G0100004724		TuG1812G0500005243	TuG1812G0100004030																																												
TuG1812G0100000296	TuG1812G0100002889	TuG1812G0300003647	TuG1812G0100004019	TuG1812G0200002461	TuG1812G0100003517	TuG1812G0100003535	TuG1812G0300003965	TuG1812G0100004725		TuG1812G0600000779	TuG1812G0100004035																																												
TuG1812G0100000297	TuG1812G0100002868	TuG1812G0300001078	TuG1812G0100004020	TuG1812G0300000544	TuG1812G0100003390	TuG1812G0100003534	TuG1812G0300005058	TuG1812G0100004707		TuG1812G0600000729	TuG1812G0100003956																																												
TuG1812G0100000298	TuG1812G0100002897	TuG1812G0300001021	TuG1812G0100004158	TuG1812G0300004759	TuG1812G0100003389	TuG1812G0100003650	TuG1812G0300005111	TuG1812G0100004697		TuG1812G0600000752	TuG1812G0100004144																																												
TuG1812G0100000299	TuG1812G0100002917	TuG1812G0300001440	TuG1812G0100003744	TuG1812G0400002439	TuG1812G0100003388	TuG1812G0100003382	TuG1812G0300005446	TuG1812G0200000308		TuG1812G0600001046	TuG1812G0100004112																																												
TuG1812G0100000300	TuG1812G0100002909	TuG1812G0300001215	TuG1812G0100004030	TuG1812G0300003586	TuG1812G0100003539	TuG1812G0100003527	TuG1812G0300005752	TuG1812G0200000124		TuG1812G0600000956	TuG1812G0100004140																																												
TuG1812G0100000301	TuG1812G0100002961	TuG1812G0300001456	TuG1812G0100003956	TuG1812G0400000795	TuG1812G0100003538	TuG1812G0100003649	TuG1812G0400000528	TuG1812G0200000083		TuG1812G0600000960	TuG1812G0100001294																																												
TuG1812G0100000302	TuG1812G0100003003	TuG1812G0300001408	TuG1812G0100004144	TuG1812G0400001043	TuG1812G0100003537	TuG1812G0100003373	TuG1812G0400003918	TuG1812G0200000538		TuG1812G0600000962	TuG1812G0100004242																																												
TuG1812G0100000303	TuG1812G0100002905	TuG1812G0300001406	TuG1812G0100004112	TuG1812G0400000874	TuG1812G0100003535	TuG1812G0100003603	TuG1812G0400003723	TuG1812G0200000240		TuG1812G0600001071	TuG1812G0100004287																																												
TuG1812G0100000304	TuG1812G0100002902	TuG1812G0300001761	TuG1812G0100004140	TuG1812G0500002440	TuG1812G0100003534	TuG1812G0100003604	TuG1812G0400003199	TuG1812G0200000241		TuG1812G0600002992	TuG1812G0100004280																																												
TuG1812G0100000305	TuG1812G0100002901	TuG1812G0400002961	TuG1812G0100001294	TuG1812G0500002642	TuG1812G0100003650	TuG1812G0100003679	TuG1812G0400003483	TuG1812G0200000243		TuG1812G0600001846	TuG1812G0100004284																																												
TuG1812G0100000306	TuG1812G0100001889	TuG1812G0300005238	TuG1812G0100004186	TuG1812G0500001538	TuG1812G0100003382	TuG1812G0100003977	TuG1812G0400003240	TuG1812G0200000247		TuG1812G0600001714	TuG1812G0100002940																																												
TuG1812G0100000307	TuG1812G0100004502	TuG1812G0300004907	TuG1812G0100004242	TuG1812G0500001978	TuG1812G0100003523	TuG1812G0100003759	TuG1812G0400003136	TuG1812G0200000248		TuG1812G0500005259	TuG1812G0100004317																																												
TuG1812G0100000308	TuG1812G0100003008	TuG1812G0300001845	TuG1812G0100004287	TuG1812G0500001981	TuG1812G0100003527	TuG1812G0100003753	TuG1812G0400002161	TuG1812G0200000341		TuG1812G0600000526	TuG1812G0100004224																																												
TuG1812G0100000284	TuG1812G0100003009	TuG1812G0300001790	TuG1812G0100004280	TuG1812G0500002594	TuG1812G0100003649	TuG1812G0100003718	TuG1812G0400003071	TuG1812G0200005783		TuG1812G0600000527	TuG1812G0100004418																																												
TuG1812G0100000006	TuG1812G0100003032	TuG1812G0300001711	TuG1812G0100004284	TuG1812G0500002933	TuG1812G0100003373	TuG1812G0100004010	TuG1812G0400002901	TuG1812G0200000369		TuG1812G0600002662	TuG1812G0100004454																																												
TuG1812G0100000005	TuG1812G0100003020	TuG1812G0300001720	TuG1812G0100002940	TuG1812G0500003483	TuG1812G0700005601	TuG1812G0100000989	TuG1812G0400002491	TuG1812G0200000470		TuG1812G0600002106	TuG1812G0100004485																																												
TuG1812G0100000004	TuG1812G0100001662	TuG1812G0300001665	TuG1812G0100004317	TuG1812G0500003796	TuG1812G0100003603	TuG1812G0100001743	TuG1812G0400002758	TuG1812G0200000645		TuG1812G0600001722	TuG1812G0100004489																																												
TuG1812G0100000003	TuG1812G0100002412	TuG1812G0300004759	TuG1812G0100004224	TuG1812G0500004317	TuG1812G0100003680	TuG1812G0100003968	TuG1812G0400001513	TuG1812G0200000614		TuG1812G0600002300	TuG1812G0100004507																																												
TuG1812G0100000002	TuG1812G0100003226	TuG1812G0300001585	TuG1812G0100004418	TuG1812G0500004375	TuG1812G0100003977	TuG1812G0100003994	TuG1812G0400001728	TuG1812G0200000691		TuG1812G0600002397	TuG1812G0100004584																																												
TuG1812G0100000001	TuG1812G0100003104	TuG1812G0300002037	TuG1812G0100004616	TuG1812G0500004991	TuG1812G0100003759	TuG1812G0100003993	TuG1812G0400001219	TuG1812G0200000916		TuG1812G0600002120	TuG1812G0100004628																																												
TuG1812G0100000052	TuG1812G0100003083	TuG1812G0300002330	TuG1812G0100004454	TuG1812G0600000956	TuG1812G0100003753	TuG1812G0100003949	TuG1812G0400001574	TuG1812G0200000843		TuG1812G0600003160	TuG1812G0500000375																																												
TuG1812G0100000051	TuG1812G0100003084	TuG1812G0300002542	TuG1812G0100004485	TuG1812G0600000960	TuG1812G0100003718	TuG1812G0100003885	TuG1812G0400000512	TuG1812G0200004241		TuG1812G0600002126	TuG1812G0100004546																																												
TuG1812G0100000053	TuG1812G0100003097	TuG1812G0300003625	TuG1812G0100004489	TuG1812G0600000962	TuG1812G0100003686	TuG1812G0100004020	TuG1812G0200002466	TuG1812G0200000723		TuG1812G0600002076	TuG1812G0100004518																																												
TuG1812G0100000054	TuG1812G0100003098	TuG1812G0300002739	TuG1812G0100004507	TuG1812G0600001846	TuG1812G0100003859	TuG1812G0100004158	TuG1812G0400002212	TuG1812G0200000946		TuG1812G0600002081	TuG1812G0100004618																																												
TuG1812G0100000055	TuG1812G0100003162	TuG1812G0300002152	TuG1812G0100004584	TuG1812G0600002397	TuG1812G0100004010	TuG1812G0100003744	TuG1812G0500000399	TuG1812G0200000979		TuG1812G0600002707	TuG1812G0100004573																																												
TuG1812G0100000056	TuG1812G0100003160	TuG1812G0300002065	TuG1812G0100004628	TuG1812G0600003340	TuG1812G0100000989	TuG1812G0100004030	TuG1812G0400001761	TuG1812G0200001077		TuG1812G0500003878	TuG1812G0100004722																																												
TuG1812G0100000057	TuG1812G0100003480	TuG1812G0300001959	TuG1812G0500000375	TuG1812G0600003429	TuG1812G0100001743	TuG1812G0100004035	TuG1812G0400002892	TuG1812G0200001065		TuG1812G0600002921	TuG1812G0100004724																																												
TuG1812G0100000058	TuG1812G0100003221	TuG1812G0300002268	TuG1812G0100004546	TuG1812G0600004012	TuG1812G0100003968	TuG1812G0100003956	TuG1812G0400002098	TuG1812G0200001457		TuG1812G0200003370	TuG1812G0100004725																																												
TuG1812G0100000059	TuG1812G0100003175	TuG1812G0300002390	TuG1812G0100004518	TuG1812G0700001122	TuG1812G0100003993	TuG1812G0100004791	TuG1812G0400001346	TuG1812G0200001042		TuG1812G0600003047	TuG1812G0100004707																																												
TuG1812G0100000060	TuG1812G0100003259	TuG1812G0300002583	TuG1812G0100004875	TuG1812G0700002426	TuG1812G0100003953	TuG1812G0100004144	TuG1812G0400002265	TuG1812G0200001291		TuG1812G0600003340	TuG1812G0100004697																																												
TuG1812G0100000061	TuG1812G0100003257	TuG1812G0500001689	TuG1812G0100004618	TuG1812G0700002531	TuG1812G0100003949	TuG1812G0100004112	TuG1812G0400001146	TuG1812G0200001192		TuG1812G0600003291	TuG1812G0200000308																																												
TuG1812G0100000322	TuG1812G0100003251	TuG1812G0300000994	TuG1812G0100004573	TuG1812G0700003332	TuG1812G0100003885	TuG1812G0100004140	TuG1812G0400000964	TuG1812G0200001384		TuG1812G0600003429	TuG1812G0200000124																																												
TuG1812G0100000321	TuG1812G0100003235	TuG1812G0500001966	TuG1812G0100004722		TuG1812G0100004019	TuG1812G0100001294	TuG1812G0400000980	TuG1812G0200002039		TuG1812G0600003420	TuG1812G0200000083																																												
TuG1812G0100000320	TuG1812G0100003291	TuG1812G0300001817	TuG1812G0100004724		TuG1812G0100004020	TuG1812G0100004242	TuG1812G0400000778	TuG1812G0200002049		TuG1812G0600003497	TuG1812G0200000538																																												
TuG1812G0100000319	TuG1812G0600002183	TuG1812G0300001904	TuG1812G0100004725		TuG1812G0100004158	TuG1812G0100004287	TuG1812G0400000758	TuG1812G0200001483		TuG1812G0600003499	TuG1812G0200000240																																												
TuG1812G0100000318	TuG1812G0100003223	TuG1812G0300002029	TuG1812G0100004707		TuG1812G0100003744	TuG1812G0100004280	TuG1812G0400000760	TuG1812G0200005447		TuG1812G0600003613	TuG1812G0200000241																																												
TuG1812G0100000153	TuG1812G0100003419	TuG1812G0300002269	TuG1812G0100004697		TuG1812G0100004030	TuG1812G0100004284	TuG1812G0400002292	TuG1812G0200001355		TuG1812G0600003617	TuG1812G0200000243																																												
TuG1812G0100000154	TuG1812G0100003356	TuG1812G0300002397	TuG1812G0200000308		TuG1812G0100004035	TuG1812G0100002940	TuG1812G0400000539	TuG1812G0200001332		TuG1812G0600003113	TuG1812G0200000247																																												
TuG1812G0100000156	TuG1812G0100003910	TuG1812G0300000993	TuG1812G0200000124		TuG1812G0100003908	TuG1812G0100004317	TuG1812G0400000449	TuG1812G0200001342		TuG1812G0600004012	TuG1812G0200000248																																												
TuG1812G0100000157	TuG1812G0100002365	TuG1812G0300002349	TuG1812G0200000083		TuG1812G0100004144	TuG1812G0100004307	TuG1812G0400000341	TuG1812G0200003277		TuG1812G0700000097	TuG1812G0200000341																																												
TuG1812G0100000158	TuG1812G0100003544	TuG1812G0400001231	TuG1812G0200000538		TuG1812G0100004112	TuG1812G0100004224	TuG1812G0500003168	TuG1812G0200005511		TuG1812G0700000093	TuG1812G0200005783																																												
TuG1812G0100000159	TuG1812G0100003517	TuG1812G0300002021	TuG1812G0200000240		TuG1812G0100004140	TuG1812G0100004418	TuG1812G0500000039	TuG1812G0200003575		TuG1812G0700000005	TuG1812G0200000369																																												
